,bike_name,price,kms_driven,age,brand,Owner_Type
29834,Bajaj Dominar 400,139000,21300,4,Bajaj,0
29835,Bajaj Avenger Street,80000,7127,5,Bajaj,0
29836,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
29837,Honda CB Trigger,43000,42837,8,Honda,0
29838,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
29839,Hero CBZ Xtreme,11900,34968,14,Hero,0
29840,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
29841,Hero Passion 100cc,18000,3869,16,Hero,0
29842,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
29843,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
29844,Hero Hunk Rear,25000,48587,8,Hero,0
29845,Bajaj Avenger Street,70000,8000,5,Bajaj,0
29846,Honda CB Hornet,87000,140,3,Honda,0
29847,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
29848,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
29849,Hero CD Deluxe,18000,22824,8,Hero,0
29850,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
29851,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
29853,Bajaj Dominar 400,139000,21300,4,Bajaj,0
29854,Bajaj Avenger Street,80000,7127,5,Bajaj,0
29855,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
29856,Honda CB Trigger,43000,42837,8,Honda,0
29857,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
29858,Hero CBZ Xtreme,11900,34968,14,Hero,0
29859,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
29860,Hero Passion 100cc,18000,3869,16,Hero,0
29861,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
29862,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
29863,Hero Hunk Rear,25000,48587,8,Hero,0
29864,Bajaj Avenger Street,70000,8000,5,Bajaj,0
29865,Honda CB Hornet,87000,140,3,Honda,0
29866,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
29867,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
29868,Hero CD Deluxe,18000,22824,8,Hero,0
29869,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
29870,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
29872,Bajaj Dominar 400,139000,21300,4,Bajaj,0
29873,Bajaj Avenger Street,80000,7127,5,Bajaj,0
29874,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
29875,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
29876,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
29877,Bajaj Avenger Street,55005,6600,5,Bajaj,0
29878,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
29879,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
29880,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
29881,KTM RC 390cc,196700,13216,4,KTM,0
29882,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
29883,Yamaha Fazer 25,123000,14500,4,Yamaha,0
29884,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
29885,Hero Passion Pro,32000,12000,6,Hero,0
29886,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
29887,Hero Passion 100cc,15000,35000,19,Hero,2
29888,Hero Passion Pro,39000,22000,4,Hero,0
29889,TVS Apache RTR,30000,6639,9,TVS,0
29890,Bajaj Avenger Street,60000,20373,6,Bajaj,0
29891,Hero Super Splendor,15600,84186,16,Hero,0
29892,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
29893,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
29894,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
29895,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
29896,Bajaj Avenger Street,55005,6600,5,Bajaj,0
29897,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
29898,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
29899,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
29900,KTM RC 390cc,196700,13216,4,KTM,0
29901,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
29902,Yamaha Fazer 25,123000,14500,4,Yamaha,0
29903,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
29904,Hero Passion Pro,32000,12000,6,Hero,0
29905,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
29906,Hero Passion 100cc,15000,35000,19,Hero,2
29907,Hero Passion Pro,39000,22000,4,Hero,0
29908,TVS Apache RTR,30000,6639,9,TVS,0
29909,Bajaj Avenger Street,60000,20373,6,Bajaj,0
29910,Hero Super Splendor,15600,84186,16,Hero,0
29911,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
29912,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
29913,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
29914,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
29915,Bajaj Avenger Street,55005,6600,5,Bajaj,0
29916,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
29917,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
29918,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
29919,KTM RC 390cc,196700,13216,4,KTM,0
29920,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
29921,Yamaha Fazer 25,123000,14500,4,Yamaha,0
29922,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
29923,Hero Passion Pro,32000,12000,6,Hero,0
29924,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
29925,Hero Passion 100cc,15000,35000,19,Hero,2
29926,Hero Passion Pro,39000,22000,4,Hero,0
29927,TVS Apache RTR,30000,6639,9,TVS,0
29928,Bajaj Avenger Street,60000,20373,6,Bajaj,0
29929,Hero Super Splendor,15600,84186,16,Hero,0
29930,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
29931,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
29932,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
29933,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
29934,Bajaj Avenger Street,55005,6600,5,Bajaj,0
29935,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
29936,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
29937,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
29938,KTM RC 390cc,196700,13216,4,KTM,0
29939,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
29940,Yamaha Fazer 25,123000,14500,4,Yamaha,0
29941,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
29942,Hero Passion Pro,32000,12000,6,Hero,0
29943,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
29944,Hero Passion 100cc,15000,35000,19,Hero,2
29945,Hero Passion Pro,39000,22000,4,Hero,0
29946,TVS Apache RTR,30000,6639,9,TVS,0
29947,Bajaj Avenger Street,60000,20373,6,Bajaj,0
29948,Hero Super Splendor,15600,84186,16,Hero,0
29949,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
29950,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
29951,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
29952,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
29953,Bajaj Avenger Street,55005,6600,5,Bajaj,0
29954,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
29955,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
29956,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
29957,KTM RC 390cc,196700,13216,4,KTM,0
29958,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
29959,Yamaha Fazer 25,123000,14500,4,Yamaha,0
29960,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
29961,Hero Passion Pro,32000,12000,6,Hero,0
29962,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
29963,Hero Passion 100cc,15000,35000,19,Hero,2
29964,Hero Passion Pro,39000,22000,4,Hero,0
29965,TVS Apache RTR,30000,6639,9,TVS,0
29966,Bajaj Avenger Street,60000,20373,6,Bajaj,0
29967,Hero Super Splendor,15600,84186,16,Hero,0
29968,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
29969,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
29970,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
29971,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
29972,Bajaj Avenger Street,55005,6600,5,Bajaj,0
29973,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
29974,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
29975,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
29976,KTM RC 390cc,196700,13216,4,KTM,0
29977,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
29978,Yamaha Fazer 25,123000,14500,4,Yamaha,0
29979,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
29980,Hero Passion Pro,32000,12000,6,Hero,0
29981,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
29982,Hero Passion 100cc,15000,35000,19,Hero,2
29983,Hero Passion Pro,39000,22000,4,Hero,0
29984,TVS Apache RTR,30000,6639,9,TVS,0
29985,Bajaj Avenger Street,60000,20373,6,Bajaj,0
29986,Hero Super Splendor,15600,84186,16,Hero,0
29987,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
29988,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
29989,Honda CB Trigger,43000,42837,8,Honda,0
29990,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
29991,Hero CBZ Xtreme,11900,34968,14,Hero,0
29992,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
29993,Hero Passion 100cc,18000,3869,16,Hero,0
29994,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
29995,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
29996,Hero Hunk Rear,25000,48587,8,Hero,0
29997,Bajaj Avenger Street,70000,8000,5,Bajaj,0
29998,Honda CB Hornet,87000,140,3,Honda,0
29999,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
30000,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
30001,Hero CD Deluxe,18000,22824,8,Hero,0
30002,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
30003,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
30005,Bajaj Dominar 400,139000,21300,4,Bajaj,0
30006,Bajaj Avenger Street,80000,7127,5,Bajaj,0
30007,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
30008,Honda CB Trigger,43000,42837,8,Honda,0
30009,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
30010,Hero CBZ Xtreme,11900,34968,14,Hero,0
30011,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
30012,Hero Passion 100cc,18000,3869,16,Hero,0
30013,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
30014,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
30015,Hero Hunk Rear,25000,48587,8,Hero,0
30016,Bajaj Avenger Street,70000,8000,5,Bajaj,0
30017,Honda CB Hornet,87000,140,3,Honda,0
30018,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
30019,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
30020,Hero CD Deluxe,18000,22824,8,Hero,0
30021,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
30022,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
30024,Bajaj Dominar 400,139000,21300,4,Bajaj,0
30025,Bajaj Avenger Street,80000,7127,5,Bajaj,0
30026,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30027,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30028,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30029,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30030,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30031,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30032,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30033,KTM RC 390cc,196700,13216,4,KTM,0
30034,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30035,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30036,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30037,Hero Passion Pro,32000,12000,6,Hero,0
30038,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30039,Hero Passion 100cc,15000,35000,19,Hero,2
30040,Hero Passion Pro,39000,22000,4,Hero,0
30041,TVS Apache RTR,30000,6639,9,TVS,0
30042,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30043,Hero Super Splendor,15600,84186,16,Hero,0
30044,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30045,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30046,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30047,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30048,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30049,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30050,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30051,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30052,KTM RC 390cc,196700,13216,4,KTM,0
30053,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30054,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30055,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30056,Hero Passion Pro,32000,12000,6,Hero,0
30057,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30058,Hero Passion 100cc,15000,35000,19,Hero,2
30059,Hero Passion Pro,39000,22000,4,Hero,0
30060,TVS Apache RTR,30000,6639,9,TVS,0
30061,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30062,Hero Super Splendor,15600,84186,16,Hero,0
30063,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30064,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30065,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30066,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30067,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30068,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30069,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30070,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30071,KTM RC 390cc,196700,13216,4,KTM,0
30072,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30073,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30074,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30075,Hero Passion Pro,32000,12000,6,Hero,0
30076,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30077,Hero Passion 100cc,15000,35000,19,Hero,2
30078,Hero Passion Pro,39000,22000,4,Hero,0
30079,TVS Apache RTR,30000,6639,9,TVS,0
30080,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30081,Hero Super Splendor,15600,84186,16,Hero,0
30082,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30083,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30084,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30085,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30086,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30087,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30088,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30089,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30090,KTM RC 390cc,196700,13216,4,KTM,0
30091,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30092,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30093,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30094,Hero Passion Pro,32000,12000,6,Hero,0
30095,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30096,Hero Passion 100cc,15000,35000,19,Hero,2
30097,Hero Passion Pro,39000,22000,4,Hero,0
30098,TVS Apache RTR,30000,6639,9,TVS,0
30099,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30100,Hero Super Splendor,15600,84186,16,Hero,0
30101,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30102,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30103,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30104,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30105,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30106,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30107,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30108,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30109,KTM RC 390cc,196700,13216,4,KTM,0
30110,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30111,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30112,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30113,Hero Passion Pro,32000,12000,6,Hero,0
30114,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30115,Hero Passion 100cc,15000,35000,19,Hero,2
30116,Hero Passion Pro,39000,22000,4,Hero,0
30117,TVS Apache RTR,30000,6639,9,TVS,0
30118,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30119,Hero Super Splendor,15600,84186,16,Hero,0
30120,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30121,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
30122,Honda CB Trigger,43000,42837,8,Honda,0
30123,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
30124,Hero CBZ Xtreme,11900,34968,14,Hero,0
30125,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
30126,Hero Passion 100cc,18000,3869,16,Hero,0
30127,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
30128,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
30129,Hero Hunk Rear,25000,48587,8,Hero,0
30130,Bajaj Avenger Street,70000,8000,5,Bajaj,0
30131,Honda CB Hornet,87000,140,3,Honda,0
30132,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
30133,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
30134,Hero CD Deluxe,18000,22824,8,Hero,0
30135,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
30136,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
30138,Bajaj Dominar 400,139000,21300,4,Bajaj,0
30139,Bajaj Avenger Street,80000,7127,5,Bajaj,0
30140,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
30141,Honda CB Trigger,43000,42837,8,Honda,0
30142,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
30143,Hero CBZ Xtreme,11900,34968,14,Hero,0
30144,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
30145,Hero Passion 100cc,18000,3869,16,Hero,0
30146,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
30147,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
30148,Hero Hunk Rear,25000,48587,8,Hero,0
30149,Bajaj Avenger Street,70000,8000,5,Bajaj,0
30150,Honda CB Hornet,87000,140,3,Honda,0
30151,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
30152,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
30153,Hero CD Deluxe,18000,22824,8,Hero,0
30154,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
30155,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
30157,Bajaj Dominar 400,139000,21300,4,Bajaj,0
30158,Bajaj Avenger Street,80000,7127,5,Bajaj,0
30159,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
30160,Honda CB Trigger,43000,42837,8,Honda,0
30161,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
30162,Hero CBZ Xtreme,11900,34968,14,Hero,0
30163,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
30164,Hero Passion 100cc,18000,3869,16,Hero,0
30165,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
30166,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
30167,Hero Hunk Rear,25000,48587,8,Hero,0
30168,Bajaj Avenger Street,70000,8000,5,Bajaj,0
30169,Honda CB Hornet,87000,140,3,Honda,0
30170,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
30171,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
30172,Hero CD Deluxe,18000,22824,8,Hero,0
30173,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
30174,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
30176,Bajaj Dominar 400,139000,21300,4,Bajaj,0
30177,Bajaj Avenger Street,80000,7127,5,Bajaj,0
30178,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
30179,Honda CB Trigger,43000,42837,8,Honda,0
30180,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
30181,Hero CBZ Xtreme,11900,34968,14,Hero,0
30182,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
30183,Hero Passion 100cc,18000,3869,16,Hero,0
30184,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
30185,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
30186,Hero Hunk Rear,25000,48587,8,Hero,0
30187,Bajaj Avenger Street,70000,8000,5,Bajaj,0
30188,Honda CB Hornet,87000,140,3,Honda,0
30189,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
30190,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
30191,Hero CD Deluxe,18000,22824,8,Hero,0
30192,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
30193,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
30195,Bajaj Dominar 400,139000,21300,4,Bajaj,0
30196,Bajaj Avenger Street,80000,7127,5,Bajaj,0
30197,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30198,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30199,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30200,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30201,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30202,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30203,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30204,KTM RC 390cc,196700,13216,4,KTM,0
30205,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30206,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30207,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30208,Hero Passion Pro,32000,12000,6,Hero,0
30209,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30210,Hero Passion 100cc,15000,35000,19,Hero,2
30211,Hero Passion Pro,39000,22000,4,Hero,0
30212,TVS Apache RTR,30000,6639,9,TVS,0
30213,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30214,Hero Super Splendor,15600,84186,16,Hero,0
30215,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30216,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30217,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30218,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30219,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30220,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30221,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30222,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30223,KTM RC 390cc,196700,13216,4,KTM,0
30224,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30225,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30226,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30227,Hero Passion Pro,32000,12000,6,Hero,0
30228,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30229,Hero Passion 100cc,15000,35000,19,Hero,2
30230,Hero Passion Pro,39000,22000,4,Hero,0
30231,TVS Apache RTR,30000,6639,9,TVS,0
30232,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30233,Hero Super Splendor,15600,84186,16,Hero,0
30234,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30235,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30236,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30237,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30238,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30239,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30240,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30241,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30242,KTM RC 390cc,196700,13216,4,KTM,0
30243,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30244,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30245,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30246,Hero Passion Pro,32000,12000,6,Hero,0
30247,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30248,Hero Passion 100cc,15000,35000,19,Hero,2
30249,Hero Passion Pro,39000,22000,4,Hero,0
30250,TVS Apache RTR,30000,6639,9,TVS,0
30251,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30252,Hero Super Splendor,15600,84186,16,Hero,0
30253,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30254,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
30255,Honda CB Trigger,43000,42837,8,Honda,0
30256,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
30257,Hero CBZ Xtreme,11900,34968,14,Hero,0
30258,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
30259,Hero Passion 100cc,18000,3869,16,Hero,0
30260,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
30261,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
30262,Hero Hunk Rear,25000,48587,8,Hero,0
30263,Bajaj Avenger Street,70000,8000,5,Bajaj,0
30264,Honda CB Hornet,87000,140,3,Honda,0
30265,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
30266,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
30267,Hero CD Deluxe,18000,22824,8,Hero,0
30268,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
30269,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
30271,Bajaj Dominar 400,139000,21300,4,Bajaj,0
30272,Bajaj Avenger Street,80000,7127,5,Bajaj,0
30273,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
30274,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
30275,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
30276,Bajaj Avenger Street,55005,6600,5,Bajaj,0
30277,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
30278,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
30279,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
30280,KTM RC 390cc,196700,13216,4,KTM,0
30281,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
30282,Yamaha Fazer 25,123000,14500,4,Yamaha,0
30283,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
30284,Hero Passion Pro,32000,12000,6,Hero,0
30285,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
30286,Hero Passion 100cc,15000,35000,19,Hero,2
30287,Hero Passion Pro,39000,22000,4,Hero,0
30288,TVS Apache RTR,30000,6639,9,TVS,0
30289,Bajaj Avenger Street,60000,20373,6,Bajaj,0
30290,Hero Super Splendor,15600,84186,16,Hero,0
30291,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
30292,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
