,bike_name,price,kms_driven,age,brand,Owner_Type
0,TVS Star City,35000,17654,3,TVS,0
1,Royal Enfield Classic,119900,11000,4,Royal Enfield,0
3,TVS Apache RTR,65000,16329,4,TVS,0
4,Yamaha FZ S,80000,10000,3,Yamaha,0
5,Yamaha FZs 150cc,53499,25000,6,Yamaha,0
6,Honda CB Hornet,85000,8200,3,Honda,0
7,Hero Splendor Plus,45000,12645,3,Hero,0
8,Royal Enfield Thunderbird,145000,9190,3,Royal Enfield,0
9,Royal Enfield Classic,88000,19000,7,Royal Enfield,2
10,Yamaha YZF-R15 2.0,72000,20000,7,Yamaha,0
11,Yamaha FZ25 250cc,95000,9665,4,Yamaha,0
12,Bajaj Pulsar NS200,78000,9900,4,Bajaj,0
13,Bajaj Discover 100M,29499,20000,8,Bajaj,0
14,Bajaj Discover 125M,29900,20000,7,Bajaj,0
15,Bajaj Pulsar NS200,90000,11574,3,Bajaj,0
16,Bajaj Pulsar RS200,120000,23000,3,Bajaj,0
17,Suzuki Gixxer SF,48000,24725,5,Suzuki,0
19,Bajaj Discover 125M,29900,20000,7,Bajaj,0
20,Bajaj Pulsar RS200,120000,23000,3,Bajaj,0
21,Suzuki Gixxer SF,48000,24725,5,Suzuki,0
22,Hero Splendor iSmart,46500,3500,2,Hero,0
23,Royal Enfield Classic,121700,24520,5,Royal Enfield,0
24,Yamaha FZ V,45000,23000,6,Yamaha,0
25,Bajaj Pulsar NS200,78000,9900,4,Bajaj,0
26,Hero Super Splendor,20000,29305,16,Hero,0
27,Honda CBF Stunner,20800,30500,7,Honda,2
28,Bajaj Pulsar 150cc,50000,19000,8,Bajaj,0
29,Honda X-Blade 160CC,81200,9100,2,Honda,0
30,Bajaj Pulsar NS200,88000,21914,3,Bajaj,0
31,Yamaha YZF-R15 2.0,80000,20000,4,Yamaha,2
32,Bajaj Avenger 220cc,40900,15000,6,Bajaj,0
33,KTM RC 390cc,180000,17700,4,KTM,0
34,Honda CB Unicorn,40000,30000,8,Honda,0
36,Royal Enfield Classic,98800,39000,5,Royal Enfield,0
37,Honda CBR 150R,65000,43000,6,Honda,0
38,Royal Enfield Thunderbird,190500,4550,2,Royal Enfield,0
39,KTM RC 200cc,179000,3400,2,KTM,0
40,Royal Enfield Thunderbird,70000,45000,8,Royal Enfield,0
41,Bajaj Avenger 220cc,45000,36100,6,Bajaj,0
42,Royal Enfield Bullet,78000,8500,13,Royal Enfield,0
43,Bajaj Avenger Street,110000,2550,2,Bajaj,0
44,Royal Enfield Classic,85000,18000,6,Royal Enfield,0
45,Bajaj Pulsar NS200,38000,35000,9,Bajaj,0
46,Royal Enfield Thunderbird,55346,38000,10,Royal Enfield,0
47,Mahindra Centuro NXT,28000,45000,2,Mahindra,0
48,Hero Hunk 150cc,37000,10800,8,Hero,0
49,Suzuki Gixxer SF,97000,4400,3,Suzuki,0
51,Royal Enfield‎ Bullet,90000,15300,7,Royal Enfield,0
52,TVS Apache RTR,60000,30000,5,TVS,0
53,Honda CB Shine,21900,30000,7,Honda,2
54,Bajaj Avenger 220cc,40000,64000,7,Bajaj,0
56,Honda Dream Yuga,34500,17056,5,Honda,0
58,Suzuki Gixxer 150cc,30200,45000,7,Suzuki,0
59,Bajaj Avenger Cruise,65000,35000,5,Bajaj,0
60,Bajaj Pulsar 150cc,25000,38000,9,Bajaj,0
62,Royal Enfield Bullet,107100,15438,3,Royal Enfield,2
63,Bajaj Pulsar 220cc,80000,6000,3,Bajaj,0
64,Royal Enfield Thunderbird,88000,19000,5,Royal Enfield,0
65,KTM Duke 200cc,94700,32700,4,KTM,0
66,Hero CD Deluxe,12200,46643,14,Hero,0
67,Royal Enfield Classic,106000,19000,6,Royal Enfield,0
68,Bajaj Pulsar 220cc,29500,40700,12,Bajaj,0
70,Royal Enfield Thunderbird,110000,1600,6,Royal Enfield,0
71,Bajaj Platina 125cc,27000,44410,10,Bajaj,0
72,Royal Enfield Thunderbird,65000,9800,11,Royal Enfield,0
73,Royal Enfield Thunderbird,150000,15000,3,Royal Enfield,0
74,Hero Karizma ZMR,55786,68000,7,Hero,2
75,Bajaj Pulsar 180cc,45000,17757,8,Bajaj,0
76,Yamaha FZ25 ABS,146000,3900,2,Yamaha,0
77,Royal Enfield Thunderbird,115000,23700,4,Royal Enfield,0
78,Bajaj CT 100,30000,8250,3,Bajaj,0
79,Bajaj Pulsar RS200,93100,10000,5,Bajaj,0
80,Yamaha YZF-R15 2.0,82000,4300,3,Yamaha,2
82,Honda CB Shine,38000,33000,7,Honda,0
83,KTM Duke 250cc,130000,17500,4,KTM,2
84,Royal Enfield Himalayan,118000,19000,4,Royal Enfield,0
85,Bajaj Pulsar 135LS,14700,10000,11,Bajaj,0
86,Royal Enfield Thunderbird,85000,54000,6,Royal Enfield,0
87,Bajaj Pulsar 220F,40000,27000,7,Bajaj,0
88,Yamaha FZ16 150cc,50000,19000,6,Yamaha,0
89,Royal Enfield Thunderbird,71800,43500,7,Royal Enfield,0
90,Royal Enfield Thunderbird,71800,43500,7,Royal Enfield,0
91,Bajaj Pulsar NS200,75000,11575,4,Bajaj,0
94,Bajaj V15 150cc,47000,8600,4,Bajaj,0
95,Bajaj Pulsar 150cc,60000,2000,2,Bajaj,0
96,Suzuki Gixxer Fi,96700,5100,1,Suzuki,0
97,Hero Splendor plus,31900,9000,5,Hero,0
98,Bajaj Pulsar 150cc,35000,44480,13,Bajaj,0
100,Honda CBR 250R,68000,16000,7,Honda,0
101,Bajaj Pulsar RS200,80000,26691,5,Bajaj,0
102,Royal Enfield Classic,135000,45000,5,Royal Enfield,0
103,Bajaj Pulsar 150cc,11100,12000,12,Bajaj,3
105,Suzuki Gixxer 150cc,65000,41000,3,Suzuki,0
106,Yamaha FZ S,60000,15000,5,Yamaha,0
107,Honda CBR 150R,80000,12314,4,Honda,0
108,Hero Splendor Plus,46000,11760,3,Hero,0
109,Royal Enfield Classic,95000,22000,11,Royal Enfield,0
111,Bajaj V15 150cc,55000,4400,4,Bajaj,0
112,Yamaha YZF-R15 S,63000,16000,5,Yamaha,0
113,Bajaj V15 150cc,51000,9000,4,Bajaj,0
114,TVS Apache RTR,69900,8700,3,TVS,0
115,Bajaj Pulsar RS200,125000,1342,4,Bajaj,0
117,Honda CB ShineSP,35900,19000,5,Honda,0
118,Honda CBR 250R,67000,13000,9,Honda,0
119,Hero Passion Pro,29339,12771,4,Hero,0
120,Hero Splendor Plus,19695,51576,6,Hero,0
121,Hero Splendor iSmart,48672,608,2,Hero,0
122,Honda CBR 150R,40000,13680,9,Honda,0
125,Royal Enfield Himalayan,110000,24676,5,Royal Enfield,0
126,Royal Enfield Classic,92500,11000,6,Royal Enfield,0
127,Bajaj Pulsar NS200,57000,28948,5,Bajaj,0
128,Royal Enfield Electra,72500,10000,10,Royal Enfield,0
129,KTM Duke 200cc,68000,16000,9,KTM,0
130,TVS Phoenix Disc,21500,10500,5,TVS,0
131,TVS Apache RTR,40000,20000,6,TVS,0
132,Royal Enfield Classic,91000,18000,5,Royal Enfield,0
134,Suzuki Gixxer SF,47000,70000,6,Suzuki,0
135,Suzuki Gixxer 150cc,53000,18158,6,Suzuki,0
136,Suzuki Gixxer 150cc,51000,39140,5,Suzuki,0
137,Bajaj Pulsar 220F,48000,27776,8,Bajaj,0
138,Bajaj Pulsar 220cc,55000,32734,6,Bajaj,0
139,Royal Enfield Himalayan,173300,14000,2,Royal Enfield,0
140,Royal Enfield Bullet,77000,13000,8,Royal Enfield,0
141,Bajaj Pulsar NS200,115000,5000,2,Bajaj,0
142,Bajaj Discover 150cc,36000,39500,7,Bajaj,0
143,Bajaj Avenger Street,72000,29500,4,Bajaj,0
144,Royal Enfield Standard,115000,14900,3,Royal Enfield,0
145,Honda CB Shine,65000,2000,3,Honda,0
146,Honda CB Unicorn,99000,4000,2,Honda,0
147,Yamaha YZF-R15 2.0,68500,68500,7,Yamaha,2
148,Yamaha YZF-R15 V3,140000,2473,2,Yamaha,0
149,KTM Duke 200cc,130000,9221,3,KTM,0
150,Bajaj Pulsar NS,46000,37128,7,Bajaj,0
151,Hero Super Splendor,30000,16166,6,Hero,0
152,Bajaj Dominar 400,116000,11716,3,Bajaj,0
153,Royal Enfield Classic,130000,8419,3,Royal Enfield,0
154,Royal Enfield Classic,98000,13459,5,Royal Enfield,0
155,Royal Enfield Classic,85000,14704,6,Royal Enfield,0
156,Royal Enfield Himalayan,110000,24676,5,Royal Enfield,0
157,Royal Enfield Himalayan,173300,14000,2,Royal Enfield,0
158,Bajaj V15 150cc,50000,9200,4,Bajaj,0
159,Royal Enfield Thunderbird,100000,30294,5,Royal Enfield,0
160,Royal Enfield Thunderbird,66000,19756,8,Royal Enfield,0
161,Royal Enfield Bullet,77000,13000,8,Royal Enfield,0
162,Royal Enfield Classic,92500,11000,6,Royal Enfield,0
163,Bajaj Pulsar NS200,57000,28948,5,Bajaj,0
164,Royal Enfield Electra,72500,10000,10,Royal Enfield,0
165,Honda X-Blade 160cc,80000,12000,2,Honda,0
166,Royal Enfield Classic,123600,7702,3,Royal Enfield,0
168,Royal Enfield Classic,107000,17000,4,Royal Enfield,0
170,Yamaha FZ S,80000,3500,3,Yamaha,0
171,Suzuki Gixxer SF,75000,11050,4,Suzuki,0
172,Hero Super Splendor,43778,948,2,Hero,0
173,KTM RC 200cc,118000,11200,5,KTM,2
174,Yamaha FZ V,68000,10407,5,Yamaha,0
175,Bajaj Discover 125ST,27000,23000,8,Bajaj,0
176,Hero Splendor Plus,48500,5500,2,Hero,0
177,Hero Karizma 223cc,15000,38000,15,Hero,0
178,KTM Duke 200cc,95000,23000,5,KTM,0
179,KTM Duke 200cc,145000,4500,4,KTM,0
180,Yamaha FZs 150cc,62000,11227,3,Yamaha,0
181,Hero Splendor 100cc,25000,45000,9,Hero,0
183,Royal Enfield Bullet,160000,3500,3,Royal Enfield,0
184,Bajaj Avenger Street,47500,30000,5,Bajaj,0
185,Yamaha Fazer 150cc,21000,38000,9,Yamaha,0
186,Yamaha Gladiator 125cc,18000,22000,12,Yamaha,0
187,Hero Karizma R,36000,54560,8,Hero,0
188,Yamaha FZ 150cc,52000,33150,6,Yamaha,0
190,TVS Apache RTR,68000,12077,5,TVS,0
191,Bajaj Pulsar 220cc,80000,5000,4,Bajaj,0
192,Royal Enfield Classic,110800,13300,6,Royal Enfield,0
193,TVS Apache RTR,85000,16000,2,TVS,0
194,Royal Enfield Electra,145000,4000,2,Royal Enfield,0
195,Bajaj Dominar 400,145000,3000,3,Bajaj,0
196,Royal Enfield Classic,149000,7000,3,Royal Enfield,0
197,Hero HF Deluxe,60000,4000,2,Hero,0
198,Royal Enfield Classic,140000,11000,4,Royal Enfield,0
199,KTM Duke 200cc,85000,15000,7,KTM,0
200,Bajaj Pulsar 220cc,86000,15000,3,Bajaj,0
201,Royal Enfield Bullet,115000,15500,4,Royal Enfield,0
202,Suzuki Gixxer SF,83000,500,3,Suzuki,0
203,KTM Duke 200cc,85000,15000,7,KTM,0
204,Bajaj Pulsar 220cc,86000,15000,3,Bajaj,0
205,Royal Enfield Bullet,115000,15500,4,Royal Enfield,0
206,Suzuki Gixxer SF,83000,500,3,Suzuki,0
207,Bajaj Pulsar 180cc,28000,35251,12,Bajaj,0
208,Hero Splendor Plus,14500,35000,14,Hero,0
209,Hero Splendor iSmart,32000,22000,5,Hero,0
210,Bajaj Pulsar 180cc,62500,26000,5,Bajaj,0
211,Yamaha YZF-R15 V3,122500,10000,3,Yamaha,0
212,Bajaj Platina 100cc,24500,15000,6,Bajaj,0
213,TVS Apache RTR,78500,26000,4,TVS,0
214,Royal Enfield Bullet,102500,21000,4,Royal Enfield,0
215,TVS Star City,28000,28428,9,TVS,0
216,Royal Enfield Classic,130000,10149,3,Royal Enfield,0
217,Royal Enfield Classic,130000,7036,3,Royal Enfield,0
218,Bajaj Dominar 400,115000,7593,4,Bajaj,0
219,KTM RC 200cc,96000,17000,6,KTM,0
220,Bajaj Platina ,29500,15798,4,Bajaj,0
221,Yamaha YZF-R15 2.0,100000,4800,4,Yamaha,0
222,Royal Enfield Himalayan,177982,7000,2,Royal Enfield,0
225,KTM RC 200cc,113000,28000,6,KTM,3
226,Bajaj Avenger Street,45400,23000,5,Bajaj,2
227,Royal Enfield Classic,105000,16000,4,Royal Enfield,0
229,Yamaha FZs 150cc,30000,50000,6,Yamaha,0
230,Bajaj Platina 100cc,22000,22000,6,Bajaj,0
231,Royal Enfield Classic,115000,10000,4,Royal Enfield,0
232,Bajaj V15 150cc,55000,3000,4,Bajaj,0
233,Bajaj Discover 125ST,20000,55000,9,Bajaj,0
234,Hero Splendor iSmart,56000,16500,4,Hero,0
235,TVS Sport 100cc,28000,36000,5,TVS,0
236,Hero Super Splendor,44000,7329,3,Hero,0
237,Bajaj Dominar 400,190000,8780,2,Bajaj,0
238,Royal Enfield Bullet,78000,20000,8,Royal Enfield,0
239,Honda CBF Stunner,18787,28164,10,Honda,0
240,Bajaj Pulsar AS200,51500,20600,6,Bajaj,0
241,Bajaj Avenger 220cc,54200,5700,6,Bajaj,0
242,Royal Enfield Classic,175000,11277,3,Royal Enfield,0
243,Bajaj Avenger 220cc,48000,26000,7,Bajaj,0
244,Honda Livo 110cc,40000,4000,5,Honda,0
245,Bajaj Dominar 400,102400,11600,4,Bajaj,0
246,Yamaha FZ V,65000,8800,3,Yamaha,0
247,KTM RC 390cc,170000,2100,4,KTM,0
248,Bajaj Pulsar 150cc,12999,65000,13,Bajaj,0
249,KTM Duke 200cc,87000,20000,6,KTM,0
250,Bajaj Avenger 220cc,45600,18000,5,Bajaj,2
251,Bajaj Pulsar 180cc,42000,58000,7,Bajaj,0
252,Bajaj Pulsar NS200,47000,24445,8,Bajaj,0
253,Bajaj Discover 100M,31000,34525,7,Bajaj,0
254,Suzuki Gixxer SF,72500,19000,4,Suzuki,0
255,Suzuki Gixxer 150cc,80999,4000,3,Suzuki,0
256,Bajaj Pulsar RS200,85000,9148,6,Bajaj,0
257,TVS Apache RTR,60000,16000,5,TVS,0
258,Bajaj Dominar 400,148999,3694,4,Bajaj,0
259,Bajaj V15 150cc,49000,7524,5,Bajaj,0
260,Hero Passion Pro,30000,23000,8,Hero,0
261,KTM RC 200cc,140000,12800,6,KTM,0
263,Hero Splendor iSmart,56000,16500,4,Hero,0
264,TVS Sport 100cc,28000,36000,5,TVS,0
265,Yamaha SZ-RR 150cc,23600,22672,6,Yamaha,2
266,Royal Enfield Thunderbird,100000,25000,8,Royal Enfield,0
267,KTM RC 200cc,160700,10000,3,KTM,0
268,Royal Enfield Bullet,78000,34200,6,Royal Enfield,0
269,Bajaj V15 150cc,45000,7000,4,Bajaj,0
270,Royal Enfield‎ Bullet,60000,3490,9,Royal Enfield,0
271,KTM RC 200cc,150000,7500,5,KTM,0
272,Bajaj Discover 150F,37000,13500,5,Bajaj,0
273,Royal Enfield Classic,125000,11000,5,Royal Enfield,0
274,Bajaj Pulsar RS200,70000,56353,5,Bajaj,0
275,Bajaj Pulsar 220cc,40000,25000,7,Bajaj,0
276,Yamaha Saluto 125cc,62000,1123,2,Yamaha,0
278,Bajaj V15 150cc,44000,15000,4,Bajaj,0
279,Royal Enfield Thunderbird,85000,31000,7,Royal Enfield,0
280,Bajaj Avenger Cruise,51000,28000,5,Bajaj,0
281,Bajaj Avenger Street,75000,11460,3,Bajaj,0
282,KTM RC 390cc,160000,23000,5,KTM,0
283,Bajaj Pulsar NS200,106000,1175,2,Bajaj,0
285,Honda CBR 250R,85000,15000,7,Honda,0
286,Hero Splendor Plus,31500,28653,8,Hero,0
287,Hyosung Aquila GV250,150000,8000,6,Hyosung,2
289,Bajaj V12 125cc,50000,3300,4,Bajaj,0
290,Bajaj Discover 100M,29300,19000,6,Bajaj,0
291,Bajaj V12 125cc,35740,20400,4,Bajaj,0
292,Yamaha FZs 150cc,24500,25000,10,Yamaha,0
293,Hero Karizma ZMR,45000,18000,7,Hero,0
295,Bajaj Pulsar RS200,70000,56353,5,Bajaj,0
296,Bajaj Discover 150F,37000,13500,5,Bajaj,0
297,KTM RC 200cc,150000,7500,5,KTM,0
298,Royal Enfield Bullet,71000,11000,9,Royal Enfield,0
299,Royal Enfield Thunderbird,100000,25000,8,Royal Enfield,0
300,KTM RC 200cc,160700,10000,3,KTM,0
301,Royal Enfield Bullet,78000,34200,6,Royal Enfield,0
302,Bajaj V15 150cc,45000,7000,4,Bajaj,0
303,Yamaha Fazer 25,80400,5100,4,Yamaha,2
304,Royal Enfield Classic,135000,2200,4,Royal Enfield,0
306,Hero Karizma ZMR,57000,1500,11,Hero,0
307,Hero Xpulse 200T,76000,3000,2,Hero,0
308,Bajaj Pulsar 150cc,42100,22560,11,Bajaj,0
309,Yamaha YZF-R15 S,73000,16658,6,Yamaha,0
311,Honda CB Hornet,61200,29000,3,Honda,2
312,Royal Enfield Bullet,82000,29860,7,Royal Enfield,0
313,Royal Enfield Classic,120000,12000,5,Royal Enfield,0
314,Bajaj Pulsar 220cc,40000,25000,7,Bajaj,0
315,TVS Apache RTR,80000,7000,3,TVS,0
316,Suzuki Gixxer 150cc,81800,3700,2,Suzuki,0
317,Bajaj Avenger 220cc,45900,27000,6,Bajaj,0
318,Royal Enfield Classic,125000,11000,5,Royal Enfield,0
319,Bajaj Pulsar NS200,86200,9300,4,Bajaj,0
320,Hero Splendor Plus,40000,9000,3,Hero,0
321,Hero Hunk 150cc,10000,21389,12,Hero,0
322,Hyosung Aquila GV250,155000,13500,5,Hyosung,0
323,Bajaj Pulsar NS200,46000,24374,6,Bajaj,0
325,Royal Enfield‎ Bullet,60000,3490,9,Royal Enfield,0
326,Honda Dream Yuga,23000,37000,7,Honda,0
327,Bajaj Avenger Cruise,55250,7781,3,Bajaj,2
328,Hero Passion Xpro,58000,7758,2,Hero,0
329,Yamaha FZ S,66000,8000,3,Yamaha,0
330,Hero Karizma ZMR,55000,32000,7,Hero,0
331,Royal Enfield Classic,89730,12100,9,Royal Enfield,0
332,Royal Enfield Classic,108000,26811,6,Royal Enfield,0
335,Hero HF Deluxe,18800,10401,8,Hero,0
337,Bajaj Dominar 400,105000,20500,4,Bajaj,0
338,Honda CB Twister,20000,19211,6,Honda,0
339,Royal Enfield Classic,88000,22500,10,Royal Enfield,0
340,Bajaj Pulsar 125cc,47000,14009,2,Bajaj,0
341,Bajaj Avenger Street,95000,11000,2,Bajaj,0
342,Yamaha YZF-R15 V3,108000,2982,3,Yamaha,0
343,KTM Duke 390cc,186100,12000,3,KTM,0
344,Honda CB Shine,81500,3000,1,Honda,0
345,Bajaj CT 100,20000,30806,5,Bajaj,0
346,Bajaj Pulsar 150cc,15000,55000,13,Bajaj,2
347,Bajaj V15 150cc,39000,5000,5,Bajaj,0
348,Royal Enfield Classic,102500,29000,5,Royal Enfield,0
349,Royal Enfield Classic,87000,15000,7,Royal Enfield,0
350,Bajaj Dominar 400,118000,14500,3,Bajaj,0
351,Royal Enfield Classic,131100,6200,4,Royal Enfield,0
352,Honda CBR 250R,85000,15000,7,Honda,0
353,Royal Enfield Classic,108000,26811,6,Royal Enfield,0
354,Royal Enfield Classic,131100,6200,4,Royal Enfield,0
355,Honda CB Hornet,42000,19000,5,Honda,0
356,Honda Dream Neo,45000,15000,4,Honda,0
357,Royal Enfield Classic,87000,15000,7,Royal Enfield,0
358,Royal Enfield Classic,102500,29000,5,Royal Enfield,0
360,TVS Apache RTR,78700,3710,2,TVS,0
361,Honda CBR 250R,62800,38400,7,Honda,2
362,Bajaj Pulsar AS150,35000,18000,6,Bajaj,0
363,Bajaj V15 150cc,33800,17000,5,Bajaj,0
364,Kawasaki Ninja 250cc,125000,21000,11,Kawasaki,3
365,Royal Enfield Himalayan,146000,4700,5,Royal Enfield,0
369,KTM RC 200cc,185000,3000,2,KTM,0
370,Hero Passion Pro,32000,32000,5,Hero,0
371,Hero Super Splendor,38000,21000,4,Hero,0
372,Bajaj V15 150cc,35000,38717,5,Bajaj,0
373,Hero Achiever 150cc,42000,1999,3,Hero,0
374,TVS Apache 150cc,9350,39822,13,TVS,2
376,Hero HF Deluxe,36500,23000,7,Hero,0
377,Hero Splendor Plus,38000,17376,5,Hero,2
378,Royal Enfield Standard,75000,33000,8,Royal Enfield,0
380,Honda CB Hornet,42000,19000,5,Honda,0
382,TVS Apache RTR,31500,20000,8,TVS,0
383,Bajaj Pulsar AS150,35000,18000,6,Bajaj,0
384,Honda CBR 250R,62800,38400,7,Honda,2
385,Royal Enfield Thunderbird,46000,35000,16,Royal Enfield,0
386,Royal Enfield Classic,109900,8600,5,Royal Enfield,0
387,TVS Apache 150cc,9350,39822,13,TVS,2
388,Bajaj V15 150cc,35000,18000,5,Bajaj,0
389,Bajaj Pulsar NS160,65000,18000,3,Bajaj,0
390,Jawa Forty Two,175000,1800,2,Jawa,0
391,Royal Enfield Classic,126000,23000,4,Royal Enfield,0
392,Honda CB Shine,25000,29000,9,Honda,0
393,Honda CB Unicorn,89000,5000,2,Honda,0
394,Royal Enfield Classic,160000,7500,2,Royal Enfield,0
395,Bajaj Pulsar RS200,130000,15000,2,Bajaj,0
396,Honda CB Shine,33500,26000,12,Honda,2
397,Yamaha YZF-R15 V3,128000,8000,3,Yamaha,0
398,Royal Enfield Classic,143000,7000,3,Royal Enfield,0
399,Bajaj Pulsar 135LS,31000,31464,9,Bajaj,2
400,Suzuki Intruder 150cc,72000,7419,3,Suzuki,0
401,TVS Apache RTR,108500,10000,2,TVS,0
402,Bajaj Pulsar 220F,74500,10000,4,Bajaj,0
403,Bajaj CT 100,24000,6300,4,Bajaj,0
404,Bajaj Pulsar 220cc,80000,17000,3,Bajaj,0
405,Bajaj Pulsar 220cc,81000,22000,3,Bajaj,0
406,Royal Enfield Classic,115000,15000,5,Royal Enfield,2
407,Bajaj Pulsar RS200,130000,15000,2,Bajaj,0
408,Honda CB Shine,33500,26000,12,Honda,2
409,Yamaha YZF-R15 V3,128000,8000,3,Yamaha,0
410,Royal Enfield Classic,143000,7000,3,Royal Enfield,0
411,Bajaj Pulsar 135LS,31000,31464,9,Bajaj,2
412,Suzuki Intruder 150cc,72000,7419,3,Suzuki,0
413,TVS Apache RTR,108500,10000,2,TVS,0
414,Bajaj Pulsar 220F,74500,10000,4,Bajaj,0
415,Bajaj CT 100,24000,6300,4,Bajaj,0
416,Bajaj Pulsar 220cc,80000,17000,3,Bajaj,0
417,Bajaj Pulsar 220cc,81000,22000,3,Bajaj,0
418,Royal Enfield Classic,115000,15000,5,Royal Enfield,2
419,Hero Passion Pro,56500,10000,2,Hero,0
420,Bajaj Pulsar 220cc,75000,16000,4,Bajaj,0
421,Yamaha YZF-R15 150cc,72000,32542,6,Yamaha,0
422,Suzuki Gixxer 150cc,73000,7461,4,Suzuki,0
423,Bajaj Pulsar NS200,69500,28000,6,Bajaj,0
424,TVS Apache RTR,78500,9800,3,TVS,0
425,TVS Apache RTR,87000,7000,2,TVS,0
426,TVS Apache RTR,40000,16688,6,TVS,2
427,Mahindra Mojo 300cc,145000,16000,5,Mahindra,0
431,Honda CB Twister,30000,11000,13,Honda,0
432,KTM RC 200cc,140000,14000,5,KTM,0
433,Yamaha FZ25 250cc,98000,17000,3,Yamaha,0
434,Royal Enfield Thunderbird,74500,5432,6,Royal Enfield,2
435,TVS Apache RTR,75000,3419,3,TVS,0
436,Hero Ignitor Disc,27500,25757,8,Hero,0
437,TVS Apache 150cc,10200,71474,12,TVS,0
438,Bajaj Avenger Street,57000,17000,5,Bajaj,0
439,TVS Apache RTR,21000,34688,13,TVS,0
440,Bajaj Pulsar NS160,68500,8100,3,Bajaj,0
441,KTM Duke 250cc,174500,7900,3,KTM,0
442,Royal Enfield Classic,108000,20000,5,Royal Enfield,0
443,Hero Passion Pro,32000,32000,5,Hero,0
444,Hero Super Splendor,38000,21000,4,Hero,0
445,Bajaj V15 150cc,35000,38717,5,Bajaj,0
446,TVS Apache RTR,75000,3419,3,TVS,0
448,Suzuki Gixxer SF,50000,12000,4,Suzuki,0
449,Royal Enfield Continental,118000,12000,7,Royal Enfield,0
450,Hero Ignitor Disc,27500,25757,8,Hero,0
451,Hero Glamour Disc,33000,17525,5,Hero,0
452,KTM RC 200cc,150000,9000,4,KTM,0
453,Bajaj Pulsar 220cc,70000,5000,4,Bajaj,0
454,Royal Enfield Bullet,105000,13200,6,Royal Enfield,0
455,Bajaj Dominar 400,135000,5000,4,Bajaj,0
456,Bajaj Dominar 400,140000,7500,4,Bajaj,0
457,Hero Passion Xpro,26000,28000,8,Hero,0
459,Honda CB Shine,53000,25000,5,Honda,0
460,Bajaj Avenger Street,76000,7500,4,Bajaj,0
461,Bajaj Dominar 400,135000,7000,4,Bajaj,0
462,Bajaj V12 125cc,45000,10200,4,Bajaj,0
463,Bajaj V15 150cc,60000,3500,4,Bajaj,0
464,Hero Splendor iSmart,40000,15000,4,Hero,0
465,Royal Enfield Classic,133000,8000,4,Royal Enfield,0
466,Bajaj Discover 100M,25000,33000,7,Bajaj,0
467,Suzuki Gixxer SF,99999,5500,3,Suzuki,0
468,Honda CBR 250R,130000,14500,8,Honda,2
469,Hero HF Dawn,25000,40688,5,Hero,0
470,Bajaj Pulsar 220F,75000,15000,4,Bajaj,0
471,Bajaj Pulsar 180cc,53000,10000,5,Bajaj,0
472,Suzuki Slingshot Plus,25000,16801,6,Suzuki,0
473,Bajaj Pulsar 150cc,46500,21342,5,Bajaj,0
474,Mahindra Centuro Rockstar,18999,38669,6,Mahindra,3
475,Mahindra Centuro 110cc,17800,10000,8,Mahindra,0
476,Bajaj Pulsar 180cc,52000,17000,4,Bajaj,0
477,Honda CB Hornet,70000,13500,4,Honda,0
478,Yamaha YZF-R15 2.0,85000,7350,5,Yamaha,0
479,Royal Enfield Classic,150000,4000,2,Royal Enfield,0
480,Royal Enfield Classic,115000,27000,5,Royal Enfield,0
481,Honda CBR 150R,93200,6500,5,Honda,0
482,KTM Duke 390cc,155000,21250,5,KTM,0
483,Bajaj Pulsar RS200,78000,16000,6,Bajaj,0
484,Royal Enfield Thunderbird,85000,12600,7,Royal Enfield,0
485,Bajaj Pulsar 150cc,43000,32000,5,Bajaj,0
486,TVS Apache RTR,50390,45949,4,TVS,0
487,Royal Enfield Classic,128700,15900,5,Royal Enfield,2
489,Yamaha FZ S,65000,33000,4,Yamaha,0
490,Honda CBR 150R,55000,2000,9,Honda,0
491,Royal Enfield Bullet,126000,6518,4,Royal Enfield,0
492,Hero Splendor Plus,53300,10000,2,Hero,0
493,Bajaj Pulsar NS200,76000,10000,4,Bajaj,0
494,Bajaj Dominar 400,140000,10200,4,Bajaj,0
495,Bajaj Discover 135cc,13600,87267,13,Bajaj,0
496,TVS Apache RTR,73000,2100,3,TVS,0
497,Bajaj Discover 125cc,17000,28130,8,Bajaj,2
498,Bajaj Discover 150cc,29000,39000,6,Bajaj,0
499,Suzuki Gixxer SF,49000,7500,5,Suzuki,0
501,Bajaj Discover 100M,30000,7334,7,Bajaj,0
502,Bajaj Avenger Street,70000,3400,4,Bajaj,0
503,Royal Enfield Classic,131000,9900,4,Royal Enfield,0
504,Bajaj Pulsar NS160,65000,7000,4,Bajaj,0
505,Hero Splendor Plus,65000,2600,2,Hero,0
506,Royal Enfield Bullet,96000,24000,5,Royal Enfield,0
507,Bajaj Pulsar 150cc,28500,30000,7,Bajaj,0
508,Bajaj Pulsar NS200,62400,8100,4,Bajaj,0
509,Royal Enfield Bullet,85000,34000,9,Royal Enfield,0
510,Bajaj Pulsar 150cc,66000,15000,2,Bajaj,0
511,TVS Apache RTR,85000,7000,2,TVS,0
512,Bajaj Discover 135cc,18551,21832,13,Bajaj,0
513,TVS Apache RTR,95000,13890,3,TVS,0
514,Bajaj Dominar 400,130000,8500,3,Bajaj,0
